match_id,url
1890224,https://www.whoscored.com/matches/1890224/live/brazil-brasileir%C3%A3o-2025-vasco-da-gama-mirassol
1890229,https://www.whoscored.com/matches/1890229/live/brazil-brasileir%C3%A3o-2025-gremio-fluminense
1890197,https://www.whoscored.com/matches/1890197/live/brazil-brasileir%C3%A3o-2025-red-bull-bragantino-vitoria
1890231,https://www.whoscored.com/matches/1890231/live/brazil-brasileir%C3%A3o-2025-fortaleza-corinthians
1890232,https://www.whoscored.com/matches/1890232/live/brazil-brasileir%C3%A3o-2025-juventude-santos-fc
1890230,https://www.whoscored.com/matches/1890230/live/brazil-brasileir%C3%A3o-2025-bahia-sport-recife
1890226,https://www.whoscored.com/matches/1890226/live/brazil-brasileir%C3%A3o-2025-sao-paulo-internacional
1890198,https://www.whoscored.com/matches/1890198/live/brazil-brasileir%C3%A3o-2025-atletico-mg-palmeiras
1890223,https://www.whoscored.com/matches/1890223/live/brazil-brasileir%C3%A3o-2025-flamengo-ceara
1890228,https://www.whoscored.com/matches/1890228/live/brazil-brasileir%C3%A3o-2025-cruzeiro-botafogo-rj
1890237,https://www.whoscored.com/matches/1890237/live/brazil-brasileir%C3%A3o-2025-mirassol-flamengo
1890238,https://www.whoscored.com/matches/1890238/live/brazil-brasileir%C3%A3o-2025-atletico-mg-vasco-da-gama
1890239,https://www.whoscored.com/matches/1890239/live/brazil-brasileir%C3%A3o-2025-internacional-red-bull-bragantino
1890240,https://www.whoscored.com/matches/1890240/live/brazil-brasileir%C3%A3o-2025-vitoria-sao-paulo
1890241,https://www.whoscored.com/matches/1890241/live/brazil-brasileir%C3%A3o-2025-ceara-palmeiras
1890242,https://www.whoscored.com/matches/1890242/live/brazil-brasileir%C3%A3o-2025-sport-recife-gremio
1890233,https://www.whoscored.com/matches/1890233/live/brazil-brasileir%C3%A3o-2025-fluminense-bahia
1890234,https://www.whoscored.com/matches/1890234/live/brazil-brasileir%C3%A3o-2025-botafogo-rj-fortaleza
1890235,https://www.whoscored.com/matches/1890235/live/brazil-brasileir%C3%A3o-2025-corinthians-juventude
1890236,https://www.whoscored.com/matches/1890236/live/brazil-brasileir%C3%A3o-2025-santos-fc-cruzeiro
1890059,https://www.whoscored.com/matches/1890059/live/brazil-brasileir%C3%A3o-2025-santos-fc-fortaleza
1890068,https://www.whoscored.com/matches/1890068/live/brazil-brasileir%C3%A3o-2025-cruzeiro-vitoria
1890063,https://www.whoscored.com/matches/1890063/live/brazil-brasileir%C3%A3o-2025-mirassol-botafogo-rj
1890047,https://www.whoscored.com/matches/1890047/live/brazil-brasileir%C3%A3o-2025-flamengo-sport-recife
1890055,https://www.whoscored.com/matches/1890055/live/brazil-brasileir%C3%A3o-2025-corinthians-gremio
1890076,https://www.whoscored.com/matches/1890076/live/brazil-brasileir%C3%A3o-2025-bahia-red-bull-bragantino
1890079,https://www.whoscored.com/matches/1890079/live/brazil-brasileir%C3%A3o-2025-ceara-fluminense
1890083,https://www.whoscored.com/matches/1890083/live/brazil-brasileir%C3%A3o-2025-juventude-palmeiras
1890072,https://www.whoscored.com/matches/1890072/live/brazil-brasileir%C3%A3o-2025-internacional-atletico-mg
1890051,https://www.whoscored.com/matches/1890051/live/brazil-brasileir%C3%A3o-2025-vasco-da-gama-sao-paulo
1890103,https://www.whoscored.com/matches/1890103/live/brazil-brasileir%C3%A3o-2025-red-bull-bragantino-corinthians
1890115,https://www.whoscored.com/matches/1890115/live/brazil-brasileir%C3%A3o-2025-vitoria-internacional
1890123,https://www.whoscored.com/matches/1890123/live/brazil-brasileir%C3%A3o-2025-sport-recife-juventude
1890091,https://www.whoscored.com/matches/1890091/live/brazil-brasileir%C3%A3o-2025-botafogo-rj-vasco-da-gama
1890107,https://www.whoscored.com/matches/1890107/live/brazil-brasileir%C3%A3o-2025-atletico-mg-bahia
1890111,https://www.whoscored.com/matches/1890111/live/brazil-brasileir%C3%A3o-2025-gremio-cruzeiro
1890099,https://www.whoscored.com/matches/1890099/live/brazil-brasileir%C3%A3o-2025-sao-paulo-flamengo
1890087,https://www.whoscored.com/matches/1890087/live/brazil-brasileir%C3%A3o-2025-fluminense-mirassol
1890119,https://www.whoscored.com/matches/1890119/live/brazil-brasileir%C3%A3o-2025-ceara-fortaleza
1890095,https://www.whoscored.com/matches/1890095/live/brazil-brasileir%C3%A3o-2025-palmeiras-santos-fc
1890140,https://www.whoscored.com/matches/1890140/live/brazil-brasileir%C3%A3o-2025-sport-recife-atletico-mg
1890130,https://www.whoscored.com/matches/1890130/live/brazil-brasileir%C3%A3o-2025-vasco-da-gama-juventude
1890137,https://www.whoscored.com/matches/1890137/live/brazil-brasileir%C3%A3o-2025-internacional-bahia
1890134,https://www.whoscored.com/matches/1890134/live/brazil-brasileir%C3%A3o-2025-sao-paulo-red-bull-bragantino
1890138,https://www.whoscored.com/matches/1890138/live/brazil-brasileir%C3%A3o-2025-vitoria-botafogo-rj
1890132,https://www.whoscored.com/matches/1890132/live/brazil-brasileir%C3%A3o-2025-corinthians-ceara
1890136,https://www.whoscored.com/matches/1890136/live/brazil-brasileir%C3%A3o-2025-cruzeiro-fluminense
1890127,https://www.whoscored.com/matches/1890127/live/brazil-brasileir%C3%A3o-2025-flamengo-santos-fc
1890139,https://www.whoscored.com/matches/1890139/live/brazil-brasileir%C3%A3o-2025-fortaleza-gremio
1890135,https://www.whoscored.com/matches/1890135/live/brazil-brasileir%C3%A3o-2025-mirassol-palmeiras
1890084,https://www.whoscored.com/matches/1890084/live/brazil-brasileir%C3%A3o-2025-atletico-mg-fortaleza
1890193,https://www.whoscored.com/matches/1890193/live/brazil-brasileir%C3%A3o-2025-sport-recife-flamengo
1889959,https://www.whoscored.com/matches/1889959/live/brazil-brasileir%C3%A3o-2025-santos-fc-palmeiras
1890227,https://www.whoscored.com/matches/1890227/live/brazil-brasileir%C3%A3o-2025-red-bull-bragantino-atletico-mg
1890142,https://www.whoscored.com/matches/1890142/live/brazil-brasileir%C3%A3o-2025-botafogo-rj-sport-recife
1890225,https://www.whoscored.com/matches/1890225/live/brazil-brasileir%C3%A3o-2025-palmeiras-vitoria
1890196,https://www.whoscored.com/matches/1890196/live/brazil-brasileir%C3%A3o-2025-santos-fc-mirassol
1890199,https://www.whoscored.com/matches/1890199/live/brazil-brasileir%C3%A3o-2025-gremio-vasco-da-gama
1890141,https://www.whoscored.com/matches/1890141/live/brazil-brasileir%C3%A3o-2025-fluminense-flamengo
1890202,https://www.whoscored.com/matches/1890202/live/brazil-brasileir%C3%A3o-2025-juventude-cruzeiro
1890200,https://www.whoscored.com/matches/1890200/live/brazil-brasileir%C3%A3o-2025-bahia-fortaleza
1890143,https://www.whoscored.com/matches/1890143/live/brazil-brasileir%C3%A3o-2025-corinthians-sao-paulo
1890201,https://www.whoscored.com/matches/1890201/live/brazil-brasileir%C3%A3o-2025-ceara-internacional
1890204,https://www.whoscored.com/matches/1890204/live/brazil-brasileir%C3%A3o-2025-botafogo-rj-gremio
1890205,https://www.whoscored.com/matches/1890205/live/brazil-brasileir%C3%A3o-2025-palmeiras-fluminense
1890203,https://www.whoscored.com/matches/1890203/live/brazil-brasileir%C3%A3o-2025-flamengo-red-bull-bragantino
1890206,https://www.whoscored.com/matches/1890206/live/brazil-brasileir%C3%A3o-2025-sao-paulo-juventude
1890210,https://www.whoscored.com/matches/1890210/live/brazil-brasileir%C3%A3o-2025-bahia-vasco-da-gama
1890212,https://www.whoscored.com/matches/1890212/live/brazil-brasileir%C3%A3o-2025-sport-recife-vitoria
1890208,https://www.whoscored.com/matches/1890208/live/brazil-brasileir%C3%A3o-2025-cruzeiro-corinthians
1890207,https://www.whoscored.com/matches/1890207/live/brazil-brasileir%C3%A3o-2025-mirassol-ceara
1890209,https://www.whoscored.com/matches/1890209/live/brazil-brasileir%C3%A3o-2025-internacional-santos-fc
1890218,https://www.whoscored.com/matches/1890218/live/brazil-brasileir%C3%A3o-2025-atletico-mg-flamengo
1890219,https://www.whoscored.com/matches/1890219/live/brazil-brasileir%C3%A3o-2025-gremio-palmeiras
1890217,https://www.whoscored.com/matches/1890217/live/brazil-brasileir%C3%A3o-2025-red-bull-bragantino-fortaleza
1890213,https://www.whoscored.com/matches/1890213/live/brazil-brasileir%C3%A3o-2025-fluminense-sao-paulo
1890222,https://www.whoscored.com/matches/1890222/live/brazil-brasileir%C3%A3o-2025-juventude-bahia
